mmsi,months_2015
440151310,"1,3,4,5,6,7,9,10,12"
441864000,"1,2,3,4,5,6,7,8,9,10,11,12"
457900169,"6,7,8,9"
466161000,"5,6,7,8,9,10"
520171000,"7,8,9,10,11,12"
525012084,"3,4,5,6,7,8,9,10,11,12"
525015964,"3,4,5,6,9,10,12"
540002200,"1,2,3,4,5,6,7,8,9"
563004750,"1,3,4,5,7,8,9,10,11,12"
576902000,"1,2,3,4,5,6,7,8,9,10,11,12"
601126000,"1,5,6,7,8,9,10,11,12"
701000764,"1,2,3,4,5,6,7,8,9,10,11,12"
701000880,"1,2,3,4,5,6,7,8,9,10,11,12"
701027000,"1,2,3,4,5,6,7,8,9,10,11,12"
725000261,"1,2,3,4,5,6,7,8,9,10"
800019314,"3,4,5,6,7,8,9,10,11"
800026188,"4,5,7,8,9"
900022910,"2,3,5,7,9"
983191061,"5,6,7,8,12"
