mmsi	link	users	responses	longliner	pursseiner	trawler	reefers	multigear	other fishing	notfishing	multiple	baddata	not known	other	othertext	websitesfound
432228000	http://crowd.globalfishingwatch.org/project/maptests2/task/4227	clairechristie,stephanielewis,katepepler	3	2		1										https://www.vesselfinder.com/vessels/KOEI-MARU-NO1-IMO-9258064-MMSI-432228000,https://www.wcpfc.int/node/12630,https://www.wcpfc.int/node/12630
440122190	http://crowd.globalfishingwatch.org/project/maptests2/task/4228	stephanielewis,katepepler,sidneyblack-rotchin,clairechristie	4			1						1	2			
440124480	http://crowd.globalfishingwatch.org/project/maptests2/task/4229	stephanielewis,katepepler,sidneyblack-rotchin	3		1								2			
440126000	http://crowd.globalfishingwatch.org/project/maptests2/task/4230	stephanielewis,katepepler,sidneyblack-rotchin	3			1						1	1			
440151310	http://crowd.globalfishingwatch.org/project/maptests2/task/4231	stephanielewis,katepepler,sidneyblack-rotchin	3							1		1	1			
441864000	http://crowd.globalfishingwatch.org/project/maptests2/task/4232	stephanielewis,katepepler,sidneyblack-rotchin	3	1								1	1			https://www.ccamlr.org/en/node/85377
457900169	http://crowd.globalfishingwatch.org/project/maptests2/task/4233	stephanielewis,katepepler,sidneyblack-rotchin	3							3						http://www.chinaports.com/shipdata/457900169/view,https://www.vesselfinder.com/nl/vessels/LCT-LIRIO-8-IMO-9780495-MMSI-548617202
466161000	http://crowd.globalfishingwatch.org/project/maptests2/task/4234	stephanielewis,katepepler,sidneyblack-rotchin	3							2			1			http://www.marinetraffic.com/en/ais/details/ships/466161000
520171000	http://crowd.globalfishingwatch.org/project/maptests2/task/4235	stephanielewis,katepepler,sidneyblack-rotchin	3	3												http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000016160#.VuL8fOIrLIU,https://www.wcpfc.int/node/17367,https://www.wcpfc.int/node/17367
525012084	http://crowd.globalfishingwatch.org/project/maptests2/task/4236	stephanielewis,katepepler,sidneyblack-rotchin	3							2			1			http://www.marinetraffic.com/en/ais/details/ships/525012084
525015964	http://crowd.globalfishingwatch.org/project/maptests2/task/4237	stephanielewis,katepepler,sidneyblack-rotchin	3							3						http://swissco.infinitesparks.com/misc/Swissco_Spirit-Spec.pdf,http://www.marinetraffic.com/en/ais/details/ships/525015964
540002200	http://crowd.globalfishingwatch.org/project/maptests2/task/4238	stephanielewis,katepepler,sidneyblack-rotchin	3	3												https://www.wcpfc.int/node/14203http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000012863#.VuL-UOIrLIU,https://www.wcpfc.int/node/14203,https://www.wcpfc.int/node/14203
563004750	http://crowd.globalfishingwatch.org/project/maptests2/task/4239	stephanielewis,katepepler,sidneyblack-rotchin	3							3						https://exchange.dnv.com/Exchange/Main.aspx?EXTool=Vessel&VesselID=G110849http://www.landho.cn/thread-13206-1-1.html,http://www.marinetraffic.com/en/ais/details/ships/563004750
576902000	http://crowd.globalfishingwatch.org/project/maptests2/task/4240	stephanielewis,katepepler,sidneyblack-rotchin	3			1				2						http://directory.marinelink.com/ships/ship/alden-j-laborde-16137http://www.tugspotters.com/site/content/2013/07/alden-j-laborde-sabando-tide/http://www.shipsmanagement.com/en/sh528010ip2v2d8x2u1o8b9m4y9b4p0s/particulars/,http://www.marinetraffic.com/en/ais/details/ships/576902000
601126000	http://crowd.globalfishingwatch.org/project/maptests2/task/4241	katepepler,clairechristie,kristinaboerder,stephanielewis	4	2								1	1			http://www.oceana.co.za/sites/default/files/ar/oceana_ar_04dec_09.pdf
701000764	http://crowd.globalfishingwatch.org/project/maptests2/task/4242	katepepler,clairechristie,sidneyblack-rotchin	3			2			1							https://gisis.imo.org/Public/SHIPS/Default.aspx,https://www.fleetmon.com/vessels/codepeca-iv_0_2028924/?language=en,http://www.hull-check.com/index.php?imo=8824086
701000880	http://crowd.globalfishingwatch.org/project/maptests2/task/4243	katepepler,clairechristie,stephanielewis	3			2			1							https://gisis.imo.org/Public/SHIPS/Default.aspx,https://www.fleetmon.com/vessels/san-arawa-ii_8608224_8469520/,http://directory.marinelink.com/ships/ship/san-arawa-ii-6108https://exchange.dnv.com/Exchange/Main.aspx?EXTool=Vessel&VesselID=15082
701027000	http://crowd.globalfishingwatch.org/project/maptests2/task/4244	katepepler,clairechristie,sidneyblack-rotchin	3			3										https://gisis.imo.org/Public/SHIPS/Default.aspx,https://www.vesselfinder.com/vessels/CENT-DEL-ATLANTICO-IMO-8610021-MMSI-701027000,https://www.vesselfinder.com/vessels/CENT-DEL-ATLANTICO-IMO-8610021-MMSI-701027000
725000261	http://crowd.globalfishingwatch.org/project/maptests2/task/4245	katepepler,clairechristie,sidneyblack-rotchin	3			3										https://gisis.imo.org/Public/SHIPS/Default.aspx,https://www.fleetmon.com/vessels/b-f-unzen_8122684_3064186/?language=en
800019314	http://crowd.globalfishingwatch.org/project/maptests2/task/4246	katepepler,clairechristie,isabelfleisher	3									1	2			
800026188	http://crowd.globalfishingwatch.org/project/maptests2/task/4247	katepepler,clairechristie,isabelfleisher	3									1	2			
900022910	http://crowd.globalfishingwatch.org/project/maptests2/task/4248	katepepler,clairechristie,isabelfleisher	3									1	2			
983191061	http://crowd.globalfishingwatch.org/project/maptests2/task/4249	katepepler,clairechristie,isabelfleisher	3							3						http://www.marinetraffic.com/en/ais/details/ships/983191061,https://www.fleetmon.com/vessels/tt-galaxy_0_9843300/
