mmsi,label,label_score,type,type_score
413815071,Trawler,0.628351092,80,1
503268900,Trawler,0.994426489,57,0.83334916
413963113,Trawler,0.993537128,70,1
247268600,Trawler,0.958702326,52,1
412436667,Trawler,0.662613451,30,1
247083940,Trawler,0.617264986,30,1
224098360,Trawler,0.678811669,36,1
316029551,Trawler,0.997729599,37,1
412423012,Trawler,0.992432117,30,1
412439114,Trawler,0.783338189,30,1
369970071,Trawler,0.564702868,36,1
413865245,Trawler,0.540026724,70,0.995789474
273523400,Trawler,0.998261869,30,1
413793313,Trawler,0.525729239,70,1
900016793,Trawler,0.629242539,30,1
412299998,Trawler,0.723720908,30,0.995975855
412413673,Trawler,0.645629585,30,1
235003170,Trawler,0.977297845,30,1
245883000,Trawler,0.531050503,30,1
412325876,Trawler,0.83728826,30,1
413302770,Trawler,0.958871543,90,1
150000285,Trawler,0.628353834,30,1
677027900,Trawler,0.709251404,80,0.93995098
412311548,Trawler,0.907972395,70,0.766267123
413421960,Trawler,0.817543328,70,1
412452247,Trawler,0.617049038,30,1
247085680,Trawler,0.625270069,30,1
412445484,Trawler,0.612773895,30,1
900029039,Trawler,0.71464473,30,1
412325768,Trawler,0.585847557,30,1
412286244,Trawler,0.775581121,30,1
413770602,Trawler,0.768410146,70,1
440131430,Trawler,0.764935493,8,1
800060665,Trawler,0.849777579,30,1
338947000,Trawler,0.788888156,35,0.906310119
247146950,Trawler,0.546751022,30,1
413991672,Trawler,0.743565202,70,1
412433352,Trawler,0.753100455,30,1
413905237,Trawler,0.540285468,70,1
224047430,Trawler,0.761536166,30,1
431300202,Trawler,0.584250152,70,1
228228700,Trawler,0.510627925,30,1
412022048,Trawler,0.765247762,30,1
457040000,Trawler,0.969220698,80,1
264900259,Trawler,0.566357076,30,1
601484000,Trawler,0.503300369,30,1
234217000,Trawler,0.902170241,70,0.923556225
412428133,Trawler,0.559060752,30,1
900016849,Trawler,0.684664071,70,1
231010000,Trawler,0.631543398,30,1
224526000,Trawler,0.975988686,30,1
412423393,Trawler,0.893500328,30,1
311052900,Trawler,0.999989271,90,0.9998515
227338180,Trawler,0.766894519,36,1
200005362,Trawler,0.603913903,30,0.987179487
228380000,Trawler,0.540635109,30,1
412436746,Trawler,0.839541018,30,1
412441864,Trawler,0.511151493,30,1
244793000,Trawler,0.533130229,60,1
412430638,Trawler,0.682552576,30,1
376602000,Trawler,0.996291313,30,1
316013940,Trawler,0.818287253,70,0.932231737
413762403,Trawler,0.820835829,70,1
413769361,Trawler,0.542561173,70,1
273347910,Trawler,0.665786919,30,1
912113290,Trawler,0.597945094,51,1
247050480,Trawler,0.71406132,30,1
413978111,Trawler,0.664336741,70,0.993720565
219589000,Trawler,0.950270712,51,1
240013234,Trawler,0.711566329,30,1
412420098,Trawler,0.549261987,30,0.985
356762000,Trawler,0.529447913,89,0.921052632
412327313,Trawler,0.635818899,30,1
228236000,Trawler,0.864951432,30,1
257351500,Trawler,0.684178233,52,1
412421494,Trawler,0.875392675,30,1
412432269,Trawler,0.507010281,30,1
200007580,Trawler,0.677594662,70,1
440134190,Trawler,0.630666375,70,0.997106691
512409000,Trawler,0.994289994,30,1
413469040,Trawler,0.606176257,70,1
913983688,Trawler,0.885906816,70,1
247124830,Trawler,0.736432314,30,1
412364883,Trawler,0.72681123,30,1
412444838,Trawler,0.747402847,30,1
238000003,Trawler,0.73042345,30,1
263413770,Trawler,0.661887884,30,1
412421694,Trawler,0.683875442,30,1
413767719,Trawler,0.761445701,70,0.999493158
412438926,Trawler,0.664698184,30,1
412423334,Trawler,0.85538888,30,1
273339220,Trawler,0.553393543,70,1
413809203,Trawler,0.676413834,70,1
413766714,Trawler,0.774365366,70,1
413789385,Trawler,0.985500515,70,1
412444811,Trawler,0.763890445,30,1
219010949,Longliner,0.514620483,36,1
276299000,Longliner,0.547629535,30,1
235101158,Longliner,0.515302598,36,1
412676430,Longliner,0.971606943,30,1
416112500,Longliner,0.999664903,30,1
224233000,Longliner,0.995250103,30,1
412674780,Longliner,0.826025367,30,1
224854000,Longliner,0.998869002,99,0.995951417
247131490,Longliner,0.742610335,30,1
224072870,Longliner,0.552013993,99,1
412400222,Longliner,0.539821148,30,1
440300160,Longliner,0.511716306,30,1
211543070,Longliner,0.547597885,37,1
251446740,Longliner,0.809179664,30,1
244020877,Longliner,0.548639417,36,1
503603200,Longliner,0.635632932,30,1
412698970,Longliner,0.791732669,30,1
987357573,Longliner,0.954413781,36,1
224290000,Longliner,0.933435765,30,1
215000330,Longliner,0.843199253,30,1
572795210,Longliner,0.605599105,70,1
432990000,Longliner,0.993127438,30,1
627160000,Longliner,0.58801204,30,1
249000210,Longliner,0.880539119,30,1
261022170,Longliner,0.739332318,36,1
503023090,Longliner,0.706350565,36,1
412420846,Longliner,0.999998689,30,1
412425832,Longliner,0.511126935,30,1
338195507,Longliner,0.719317257,37,0.999930609
412460007,Longliner,0.998310447,30,1
227334570,Longliner,0.566469073,36,1
987357579,Longliner,0.754541695,30,0.876923077
412671890,Longliner,0.844729125,30,1
353670000,Longliner,0.999294043,70,1
338070527,Longliner,0.656792104,37,1
258047520,Longliner,0.984615028,36,1
367088870,Longliner,0.740765154,30,1
224155960,Longliner,0.798407793,30,1
565219000,Longliner,0.763811588,52,1
367901000,Longliner,0.690034389,35,1
247119520,Longliner,0.98286128,36,1
235010466,Longliner,0.741474211,36,1
224081790,Longliner,0.821778196,30,1
266062000,Longliner,0.696036756,30,1
224068340,Longliner,0.502127647,30,0.795429
224101950,Longliner,0.996777272,30,1
725000990,Longliner,0.714397788,30,1
235000670,Longliner,0.668091297,30,1
204213000,Longliner,0.895023167,30,1
234091000,Longliner,0.602548599,30,1
503499700,Longliner,0.714253902,36,1
224936000,Longliner,0.789090812,30,1
574756000,Longliner,0.756761014,90,0.990424748
200008088,Longliner,0.956013381,40,0.987394958
246511000,Longliner,0.536166966,30,1
247144420,Longliner,0.662541091,30,1
503445400,Longliner,0.634784162,36,1
263422240,Longliner,0.758328432,30,0.999594238
514000000,Longliner,0.637967348,30,0.934993084
441201732,Longliner,0.99433296,30,1
367086860,Longliner,0.935683429,30,1
319067600,Longliner,0.730080605,36,1
227067860,Longliner,0.691991329,36,1
275129000,Longliner,0.523135841,30,1
205524010,Longliner,0.637388706,36,1
432567899,Longliner,0.953849435,30,1
273373190,Longliner,0.572206795,30,1
247305860,Longliner,0.631485438,30,0.999797857
441060000,Longliner,0.99947983,136,1
503794800,Longliner,0.997390211,36,1
525016079,Longliner,0.510119081,70,1
367518040,Longliner,0.559343278,30,1
431000931,Longliner,0.952353001,37,1
431714000,Longliner,0.990845439,30,1
620048000,Longliner,0.520421863,30,1
224182460,Longliner,0.937947154,36,1
316051000,Longliner,0.592149317,51,0.881218001
224007250,Longliner,0.702295482,30,1
520243000,Longliner,0.999966329,30,1
368217000,Longliner,0.596191049,30,1
235039435,Longliner,0.924231112,30,1
247142320,Longliner,0.912488103,30,0.999236058
367502930,Longliner,0.977934539,30,1
232004315,Longliner,0.501517415,33,1
345050062,Longliner,0.585049331,52,1
412699230,Longliner,0.997081935,30,1
224239970,Longliner,0.56961298,30,1
259457000,Longliner,0.831043741,30,1
257246420,Longliner,0.502468526,30,1
408367000,Longliner,0.580682993,198,0.5
701000823,Longliner,0.963307738,30,1
231745000,Longliner,0.689912498,90,1
440110570,Longliner,0.877315998,30,1
431086000,Longliner,0.864946187,51,1
247620000,Longliner,0.59322381,70,1
247260700,Longliner,0.521189392,51,1
227667550,Longliner,0.559945047,30,1
273371750,Longliner,0.947725534,30,1
251346540,Longliner,0.634531498,30,1
367569490,Longliner,0.874550164,30,1
251478340,Longliner,0.94911021,30,1
601172000,Longliner,0.923355281,30,1
257271620,Longliner,0.601571381,30,1
227297000,Longliner,0.733557343,38,0.900015762
251418110,Longliner,0.614603639,30,1
227300110,Longliner,0.502313077,30,1
367621180,Longliner,0.629137039,30,1
533180120,Longliner,0.59925282,90,1
416004865,Longliner,0.999965978,30,1
227222590,Longliner,0.862428129,37,1
235075914,Longliner,0.574042082,37,1
422223000,Longliner,0.977528155,30,1
367415050,Longliner,0.639344454,30,1
367084860,Longliner,0.592282414,30,1
271010634,Longliner,0.554282427,31,1
412112019,Longliner,0.813688397,37,1
224612000,Longliner,0.690206349,58,0.542875989
367623210,Longliner,0.912427068,36,1
566078000,Longliner,0.546565175,52,0.999688279
660000200,Longliner,0.940165517,30,1
367507680,Longliner,0.512032211,36,1
503214000,Longliner,0.509351611,9,0.435815319
627389000,Longliner,0.836100101,30,1
601352000,Longliner,0.622403681,30,1
235000869,Longliner,0.777682543,36,1
251149110,Longliner,0.664893866,30,1
224020920,Longliner,0.737088561,52,1
416002383,Longliner,0.852809858,30,1
263405380,Longliner,0.826674521,99,0.67839196
563810000,Longliner,0.549527168,20,0.999405646
273814110,Longliner,0.677632093,30,1
366806770,Longliner,0.83537966,30,1
412329426,Longliner,0.999379754,30,1
258307000,Longliner,0.55367893,30,1
367321640,Longliner,0.586232364,30,1
224992000,Longliner,0.984742665,30,1
636016991,Longliner,0.529712319,70,1
440145380,Longliner,0.519251347,30,1
412460287,Longliner,0.999993503,30,1
231289000,Longliner,0.98556006,30,1
564540000,Longliner,0.637178481,90,1
368065000,Longliner,0.842135966,30,1
261014220,Longliner,0.760318398,30,1
525022136,Longliner,0.992131412,70,1
341892000,Longliner,0.916074634,30,1
412327861,Longliner,0.567811668,30,1
525019530,Longliner,0.541904688,70,1
412444377,Longliner,0.513614893,30,1
576811000,Longliner,0.999878478,30,1
413971156,Purse seine,0.920349658,80,1
316004946,Purse seine,0.661007822,60,1
413996125,Purse seine,0.662366807,70,1
244740701,Purse seine,0.588478267,37,1
412803437,Purse seine,0.748315096,30,1
271072554,Purse seine,0.974456072,30,1
431006559,Purse seine,0.602670252,90,1
235110172,Purse seine,0.516472459,37,1
235087487,Purse seine,0.761959553,40,1
412066008,Purse seine,0.680915058,30,1
413826761,Purse seine,0.739097297,70,1
244630776,Purse seine,0.921227872,36,1
412445218,Purse seine,0.89068836,30,1
412300417,Purse seine,0.594204068,30,1
413765971,Purse seine,0.526394606,71,1
412420218,Purse seine,0.502516687,30,1
412330043,Purse seine,0.73070538,30,1
412444062,Purse seine,0.805636227,30,1
251810540,Purse seine,0.794886708,30,1
412428785,Purse seine,0.526627302,30,1
224020840,Purse seine,0.570986927,30,1
412444931,Purse seine,0.706993163,30,1
416000888,Purse seine,0.909169614,30,1
366726650,Purse seine,0.74545604,30,1
412322222,Purse seine,0.518959105,84,0.522063815
261016220,Purse seine,0.635537386,36,0.951417004
412286749,Purse seine,0.690592289,30,1
367554370,Purse seine,0.548694253,36,1
413790599,Purse seine,0.696381509,70,1
800045678,Purse seine,0.954595566,30,1
412413009,Purse seine,0.800713241,30,1
367444060,Purse seine,0.565297663,70,1
413960602,Purse seine,0.662453294,70,1
503596400,Purse seine,0.76082325,90,1
235008623,Purse seine,0.993403852,36,1
244670726,Purse seine,0.781447291,36,1
261182850,Purse seine,0.722343981,99,0.993971364
413792127,Purse seine,0.754163265,70,1
412413021,Purse seine,0.949479938,30,1
319984000,Purse seine,0.742744148,37,1
503778200,Purse seine,0.638571918,50,1
265632240,Purse seine,0.771048129,52,1
367376310,Purse seine,0.741791844,53,1
251581240,Purse seine,0.565135181,30,1
265696860,Purse seine,0.66076833,37,1
412427805,Purse seine,0.898726046,30,1
567051900,Purse seine,0.909950495,80,1
412436192,Purse seine,0.901466846,30,1
412301618,Purse seine,0.534593165,30,1
211479260,Purse seine,0.951530933,37,1
224014850,Purse seine,0.631172299,30,1
224040160,Purse seine,0.929203212,30,1
235066253,Purse seine,0.50758636,36,1
412427057,Purse seine,0.83824271,30,1
271072982,Purse seine,0.840623617,30,1
232002340,Purse seine,0.64365238,51,1
900408809,Purse seine,0.855507612,30,1
431005678,Purse seine,0.554378808,30,1
412423054,Purse seine,0.510961831,30,1
1193046,Purse seine,0.778328836,50,0.57532533
412428377,Purse seine,0.620549262,30,1
412081530,Purse seine,0.659624755,234,0.937304075
412418472,Purse seine,0.534130335,30,1
512002819,Purse seine,0.58962661,36,1
413854881,Purse seine,0.934553564,70,1
211439790,Purse seine,0.612931848,36,1
730050000,Purse seine,0.999845469,90,1
570513000,Purse seine,0.607944131,60,1
402332222,Purse seine,0.961563289,30,1
412435834,Purse seine,0.67223531,30,1
574087077,Purse seine,0.509271562,90,0.537878788
412111333,Purse seine,0.96787864,37,0.577205882
701000884,Purse seine,0.997438431,30,1
413781177,Purse seine,0.996927798,70,1
265707820,Purse seine,0.790113628,36,1
259313000,Purse seine,0.569392025,51,1
305908000,Purse seine,0.822564185,70,0.871177016
66968420,Purse seine,0.880820453,69,1
800000029,Purse seine,0.544039786,30,1
413703116,Purse seine,0.509668946,30,1
412411328,Purse seine,0.823916256,30,1
412432431,Purse seine,0.953247428,30,1
244690006,Purse seine,0.931715667,51,1
725001080,Purse seine,0.617387116,70,1
912041188,Purse seine,0.525989532,30,1
413902044,Purse seine,0.788079202,70,0.996099464
413995235,Purse seine,0.582182944,70,1
413818687,Purse seine,0.590756774,70,1
800033888,Purse seine,0.731012404,30,1
413782728,Purse seine,0.519267082,70,1
271010491,Purse seine,0.89800185,90,1
415678888,Purse seine,0.794151187,30,1
224792000,Purse seine,0.791236877,99,1
412360688,Purse seine,0.949703753,30,1
219006116,Purse seine,0.532727182,30,1
856583816,Purse seine,0.509705782,50,1
413828896,Purse seine,0.982919872,70,1
413905726,Purse seine,0.792084396,70,1
367593770,Purse seine,0.889807045,31,1
412555555,Purse seine,0.54290998,30,0.822106519
415080070,Purse seine,0.839329123,30,1
800018119,Purse seine,0.828927934,30,1
412322072,Purse seine,0.665624142,30,1
413828279,Purse seine,0.852722645,70,1
413818925,Purse seine,0.898255885,70,1
205250790,Purse seine,0.572303414,55,1
244100281,Purse seine,0.617129028,36,1
412283695,Purse seine,0.850224376,30,1
412411153,Purse seine,0.908732593,30,1
412416109,Purse seine,0.501426935,30,1
412212513,Purse seine,0.932563365,30,1
605266426,Purse seine,0.788953841,52,1
9102696,Purse seine,0.849488437,37,1
412431476,Purse seine,0.629593849,30,1
413781825,Purse seine,0.904170275,70,1
440644000,Purse seine,0.742380869,30,0.999450751
225019240,Purse seine,0.855451345,30,1
227226520,Purse seine,0.837406039,36,1
412415927,Purse seine,0.58209008,30,1
413364440,Purse seine,0.607374847,70,1
412410337,Purse seine,0.948295295,30,1
412002095,Purse seine,0.518474042,30,1
300003311,Purse seine,0.793007791,70,1
200001929,Purse seine,0.802325308,30,0.503703704
257177500,Purse seine,0.793613851,30,1
235064349,Purse seine,0.853228152,36,1
244730797,Purse seine,0.93203336,36,1
244850527,Purse seine,0.844922125,36,1
316004771,Purse seine,0.565143406,30,1
226011210,Purse seine,0.935664237,79,1
251184340,Purse seine,0.869613171,30,1
412430257,Purse seine,0.662111104,30,1
412214306,Purse seine,0.71610254,30,1
244660666,Purse seine,0.904989839,36,1
412201581,Purse seine,0.544006944,30,1
413770499,Purse seine,0.500722885,70,1
412450513,Purse seine,0.938687384,30,1
657675000,Purse seine,0.62010628,40,1
412396885,Purse seine,0.551983953,70,1
412476678,Purse seine,0.706471324,30,1
820040986,Purse seine,0.918765485,36,1
412436798,Purse seine,0.976165831,30,1
412431375,Purse seine,0.758932352,30,1
235009900,Purse seine,0.619560421,35,1
800036508,Purse seine,0.911293507,38,1
345036019,Purse seine,0.849910319,51,1
412445767,Purse seine,0.701411724,30,1
257012540,Purse seine,0.503237069,30,1
235076772,Purse seine,0.643055856,40,1
412432502,Purse seine,0.788149536,30,1
