mmsi,link,users,responses,longliner,pursseiner,trawler,reefers,multigear,other fishing,notfishing,multiple,baddata,not known,other,othertext,websitesfound
432321000,http://crowd.globalfishingwatch.org/project/maptests2/task/4090,"stephanielewis,sidneyblack-rotchin,juliecharbonneau,katepepler",4,,,,,,,,,,,4,"research vessel,Research,Research vessel,research","https://www.wcpfc.int/node/13084,https://www.wcpfc.int/node/13084,http://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&auth_tranship_hs=All&fishing_methods=All&page=8&amp%3Bfield_vessel_submitted_by_ccm_value=All&amp%3Border=field_vessel_vid&amp%3Bpage=119&amp%3Bsort=desc&amp%3Btype=All&order=field_vessel_vid,https://www.wcpfc.int/node/13084"
432322000,http://crowd.globalfishingwatch.org/project/maptests2/task/4091,"stephanielewis,sidneyblack-rotchin,juliecharbonneau,katepepler",4,,,,,,,,,,,4,"research vessel,Research,Research vessel,research ","https://www.wcpfc.int/node/13085,https://www.wcpfc.int/node/13085,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015706#.Vt2MDPkrLIU,https://www.wcpfc.int/node/13085"
432370000,http://crowd.globalfishingwatch.org/project/maptests2/task/4092,"stephanielewis,sidneyblack-rotchin,juliecharbonneau,katepepler",4,,,,,,,,,,,4,"research vessel,Research,Research vessel,research ","https://www.wcpfc.int/node/13080,https://www.wcpfc.int/node/13080,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015685#.Vt2MQ_krLIU,https://www.wcpfc.int/node/13080"
432395000,http://crowd.globalfishingwatch.org/project/maptests2/task/4093,"stephanielewis,sidneyblack-rotchin,juliecharbonneau,katepepler",4,,,,,,,,,,,4,"research vessel ,Research,Research vessel,research ","https://www.wcpfc.int/node/13065,https://www.wcpfc.int/node/13065,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015589,https://www.wcpfc.int/node/13065"
432399000,http://crowd.globalfishingwatch.org/project/maptests2/task/4094,"stephanielewis,sidneyblack-rotchin,juliecharbonneau,katepepler",4,,,,,,,,,,,4,"research vessel,Research,Research vessel,research ","https://www.wcpfc.int/node/13063,https://www.wcpfc.int/node/13063,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015587#.Vt2MyvkrLIU,https://www.wcpfc.int/node/13063"
432558000,http://crowd.globalfishingwatch.org/project/maptests2/task/4095,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,,,,,,,,3,"Research Vessel,Research,Research vessel","https://www.wcpfc.int/system/files/RFV-PDF-Export.pdf,https://www.wcpfc.int/node/13070,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015611#.Vt2NDPkrLIU"
432564000,http://crowd.globalfishingwatch.org/project/maptests2/task/4096,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,2,,,,,,,,1,,,"http://www.marinetraffic.com/es/ais/details/ships/shipid:665233/imo:9400265/mmsi:432564000/vessel:NIPPON%20MARU,https://www.wcpfc.int/node/13896,http://www.fao.org/figis/vrmf/finder/!/display/vessel/IMO/9400265#.Vt2NVvkrLIU"
432760000,http://crowd.globalfishingwatch.org/project/maptests2/task/4097,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,1,,,,,,,,,,2,"It says carrier of pollutants/hazard materials ,Research vessel","http://aprs.fi/info/432760000,http://www.marinetraffic.com/en/ais/details/ships/432760000"
432861000,http://crowd.globalfishingwatch.org/project/maptests2/task/4098,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,,,,,,,1,2,"Research vessel,Research vessel","https://www.google.ca/url?sa=t&rct=j&q=&esrc=s&source=web&cd=8&cad=rja&uact=8&ved=0ahUKEwio99qV5ZXLAhUC2D4KHcj7AEsQFghFMAc&url=https%3A%2F%2Fwww.wcpfc.int%2Fsystem%2Ffiles%2Fattachment-WCPFC-TCC8-2012-17rev1-Transhipment-Vessel-List.xlsx&usg=AFQjCNEqia0J5asLkf_CY0lJ1U9Aszpjuw&bvm=bv.115339255,d.cWwhttp://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015645#.VtB1a_krLIU,http://maritime-connector.com/ship/oyama-maru-9258088/print/,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/000015645#.Vt2OVvkrLIU"
432954000,http://crowd.globalfishingwatch.org/project/maptests2/task/4099,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,1,,,,,,,1,1,Research vessel,"http://maritime-connector.com/ship/shinkai-maru-9157454/print/,http://www.marinetraffic.com/en/ais/details/ships/432954000"
441032000,http://crowd.globalfishingwatch.org/project/maptests2/task/4100,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/16760,http://www.marinetraffic.com/en/ais/details/ships/441032000,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/018000864#.Vt2PAvkrLIU"
576276000,http://crowd.globalfishingwatch.org/project/maptests2/task/4101,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/17169http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/018001443#.VtB4SvkrLIU,https://www.wcpfc.int/node/17169,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/018001443/"
576277000,http://crowd.globalfishingwatch.org/project/maptests2/task/4102,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/17170http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/018000488#.VtB40PkrLIU,https://www.wcpfc.int/node/17170,http://www.fao.org/figis/vrmf/finder/!/display/vessel/UID/018000488#.Vt2PdvkrLIU"
576507000,http://crowd.globalfishingwatch.org/project/maptests2/task/4103,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"http://shipsdata.com/en/sh538625ip3t3c2e0k3t5m6r7w5j1p8w/particulars/,https://www.wcpfc.int/node/18483,http://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&page=86&order=field_vessel_reg_no&sort=asc"
577077000,http://crowd.globalfishingwatch.org/project/maptests2/task/4104,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,2,,,,,1,,,,"https://www.wcpfc.int/node/15723,https://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&auth_tranship_hs=All&fishing_methods=All&order=field_vessel_auth_period_from&sort=desc"
577105000,http://crowd.globalfishingwatch.org/project/maptests2/task/4105,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/17061,https://www.wcpfc.int/node/17061,https://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&page=112"
577132000,http://crowd.globalfishingwatch.org/project/maptests2/task/4106,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/18115http://www.marinetraffic.com/de/ais/details/ships/shipid:738758/imo:9666493/mmsi:577132000/vessel:CHIKUMA?lang=de,https://www.wcpfc.int/node/18115,http://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&auth_tranship_hs=All&fishing_methods=All&page=84&amp%3Bfield_vessel_submitted_by_ccm_value=All&amp%3Btype=All&amp%3Bname=&amp%3Bircs=&amp%3Bwin=&amp%3Bvid=&amp%3Bimo=&amp%3Bpage=3&amp%3Border=title&amp%3Bsort=asc&order=field_vessel_flag&sort=asc"
577169000,http://crowd.globalfishingwatch.org/project/maptests2/task/4107,"stephanielewis,sidneyblack-rotchin,juliecharbonneau",3,,,,3,,,,,,,,,"https://www.wcpfc.int/node/21755,https://www.wcpfc.int/node/21755,http://www.wcpfc.int/record-fishing-vessel-database?flag=All&field_vessel_submitted_by_ccm_value=All&type=All&name=&ircs=&win=&vid=&imo=&page=11&order=field_vessel_ircs&sort=asc"
